Created at,Visitor ID,Session ID,Labels,URLs,Device type,Top task,"Hva kom du til nettsiden for?","Annet: Hvorfor kom du til nettsiden?","Fikk du gjort det du kom for? ","Hvem besøker du nettsiden som nå?","Annet: Hvem besøker du nettsiden som nå?","Hva hindret deg i å få gjort det du kom for","Annet: Hva hindret deg i å få gjort det du kom for?","Hva gjør du for å få fullført det du skulle?","Har du noe mer å dele med oss?"
"02. Jun 2025 11:44:48",01JWR5NAB3SM1ENAFQ59GKS8MS,01JWR5NB5JB6HJJ9HZJFMVRPC6,,https://www.gramo.no/medlemskap/isrc-kode?gad_source=1&gad_campaignid=278180090&gbraid=0AAAAADjLDNZkqmQ3DcQtKtaJp_PQDnKYe&gclid=CjwKCAjwl_XBBhAUEiwAWK2hzqWIqKfIJ7re4emzBJmkd3dNbTlSWAsj0w0FH1Nz1F5rjHcLd_Lf-RoChZMQAvD_BwE,desktop,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"30. Apr 2025 07:08:26",01JT2RBGBGDYYXFTCXPH467VHK,01JT2RBGE9P4M3MZPMHTHS4K8J,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"01. Aug 2025 08:21:01",01K1JB8WZ0XJ6246Z10994HNVD,01K1JB8XM4WWYT8Q0R6GC703HF,,https://minside.gramo.no/profile,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"16. Sep 2025 14:27:39",01K53KVCHSDRE69G2HQ0R9B87D,01K59EK8C2DBCZN3EHV4C2RAHJ,,https://minside.gramo.no/user/profile-info/personal,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"21. Jun 2025 14:11:08",01JY97A8ED29XDDSHHB9RMFVFH,01JY97A98JDEYHED5W4DQCSX5P,,https://www.gramo.no/logg-inn,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"04. Aug 2025 07:12:31",01K1SYRKMBXJM3T3BVZTZT3Z34,01K1SYRMTVFCWEPJ4WB5FDQAFF,,https://www.gramo.no/aktuelt/hoggorm-pizza,desktop,Annet,Annet,,,,,,,,
"04. Nov 2025 20:01:40",,01K986TKH1Z9BHZ8GE2P902XF6,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"30. Oct 2025 12:06:26",,01K8TG3CPFN9B8415E3X1NAV9M,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"21. Sep 2025 11:09:41",01K5NZD0N09DD8BHEF32RMCTYD,01K5NZD1ZSCVYSFN0NK7ERE85R,,https://www.gramo.no/,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"21. Jun 2025 07:08:31",01JY2CQ1M7CVBX7P49B46RFFJY,01JY8N116N5PE5ME9CCYFS9HHT,,https://minside.gramo.no/user/register,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,"Ser ikke helt poenget med så mange sider man må igjennom når alt kunne ha vært på en side, og savner sårt muligheten å kunne legge inn flere ISRC i en registrering slik det var før."
"15. Sep 2025 19:35:05",01JYXJDSS8VTGNK1FCAEABAMEQ,01JYXJDV5MMT501RY6RAPA17MB,,https://minside.gramo.no/user,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"13. Aug 2025 08:54:26",01K2HA4EQYX4JJRCM6G326Q188,01K2HA4FTDFG0TYXVHMKMGY4A8,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,"Bedrift utenfor musikkbransjen",,"Innholdet var vanskelig å forstå",,"Jeg tar kontakt med Gramo",
"11. Jul 2025 19:46:23",01JZXGBMG0D5DQRA60KPJFK9YV,01JZXGBNMB2NZQ86E8DR6FRNXR,,https://www.gramo.no/bedrift/priskalkulator,mobile,Annet,Annet,,,,,,,,
"04. Nov 2025 22:22:30",,01K98FCPZQ1CRWHWSKNXP3RVE4,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist",,,,,
"30. Jul 2025 23:00:39",01K1ERP2YMEA9KWGM0S1DZ176B,01K1ERP437HPSEC9NA2GC5BSDE,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*x9oxg3*_ga*MjE2NDg0Mzg2LjE3NTM5MTUyNDY.*_ga_F3XX7WCPBD*czE3NTM5MTU3NjMkbzEkZzEkdDE3NTM5MTYwNTAkajExJGwwJGgw,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"21. Oct 2025 19:52:53",,01K8440RE340EQFYH6KBBDEBW4,,https://minside.gramo.no/login,null,Annet,Annet,,,,,,,,
"31. Jul 2025 09:55:41",01K1FYF074MW7DQH0Y2JBD6YT8,01K1FYFCKANERDQZVT2AGSPSTZ,,https://www.gramo.no/kontakt,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"17. Jul 2025 12:14:23",01K0C4VWP63QZYGPPN55VP7G3Z,01K0C4W0SBZ8KEK4W99QHPKTMN,,https://minside.gramo.no/verify?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NTI3NTQ4MTgsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiI1ZjA2ODk1NS0xZmYwLTQ2YjktYmE0NC1lMzk2MmQyZTY2YzYiLCJuYW1lIjoiUnVuYXIgU3ZlbmRzZW4iLCJtb2JpbGUiOiIrNDc5MzQyNTYxOSIsImFsdGVybmF0aXZlX21vYmlsZSI6bnVsbCwiZW1haWwiOiJydW5hci5zdmVuZHNlbkBnbWFpbC5jb20iLCJsb2NhbGUiOiJuYiJ9LCJ1bmlxdWVfaWRlbnRpZmllciI6IjNhNzk0OWUwN2I5MjQ5OTBhMDg3Yjc0OWIxNTU5Njc2In19.seKr6Um4tkfCHC2EOVRw9qPRUVfvd-L4XXqgxrnHGDM,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"26. Jun 2025 07:01:10",01JYNGJKP3BB0GWG5VHFMQ1Z05,01JYNGJRT4DVHY31S9WQCP6XC3,,https://www.gramo.no/medlemskap/isrc-kode,unknown,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"11. Aug 2025 07:36:03",01K2C0RSG8AM1NAPQ9P2Q9BS11,01K2C0RTBQD69Z3B73AVTV3DYY,,https://minside.gramo.no/login,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"22. Oct 2025 10:20:32",,01K85PXEVGJ9QSAYRP7G4CB2V3,,https://www.gramo.no/bedrift/priskalkulator,null,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"19. Jul 2025 11:00:15",01K0H5E4HFCK9RE75XQ173X3NC,01K0H5E5YTN3TKA6ZQ26QEW976,,https://www.gramo.no/kontakt#message-member-team,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,,,,,,
"17. May 2025 16:41:45",01JVFHXTDG5EKXNE86FYXMHSK7,01JVFHXTSTBX1XFKZA65GR6H6C,,https://www.gramo.no/logg-inn,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"18. Nov 2025 11:36:43",,01K8ZSQMA8EVGRXFKHFREJSB4Y,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet var vanskelig å forstå",,"Jeg prøver igjen senere","Jeg er usikker på om jeg skal registrere nye låter selv eller om de blir registrert automatisk dersom de bli spilt på radio? Jeg er redd for å ikke gjøre ting riktig slik at jeg går glipp av inntekt."
"18. Nov 2025 12:32:25",,01KABEV2M4SERR7BP2SN5SCN8S,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,Plateselskap,,,,,
"23. Jul 2025 10:59:02",01K0VEYFX4KPPPYNC99R0XQ4AR,01K0VEYH4J2A5Y5FHTXM8ZJVN1,,https://www.gramo.no/aktuelt,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"02. Sep 2025 15:18:06",01K45FX131BXYYSEVXNFASCSQ4,01K45FX1WW2DQJKGVEEZH17T19,,https://www.gramo.no/logg-inn,unknown,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,true,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,,
"23. Oct 2025 11:40:24",,01K88DVE879ZBW79S01BTF5B0W,,https://minside.gramo.no/profile,null,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"26. May 2025 05:20:04",01JW5GG3A0D0B4SVB1X6H8HCBN,01JW5GG3QPEW58WDCETDJV4TNC,,https://www.gramo.no/,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"26. Oct 2025 01:56:38",,01K8F383BV4EJ1EG5Q0VHBEGW4,,https://www.gramo.no/?gad_campaignid=281464730&wbraid=ClQKCQjw6vHHBhCVARJDAIa35nZoePTu8dylCR6EKskdxaApC1jCdn46oEYYEhCoukN2CeF80DRnr8Tq7uGnGeFXrNOcKWzMxq-FDgY4jsUcNxoCiG0,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"03. Nov 2025 17:09:36",,01K95AX583JNJR7W88AVPTMQ4J,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"29. Jul 2025 09:30:18",01K1AR48EE6VAYNBWGZ9F7T8CN,01K1AR49Y8TFWN2ZQHK20GBNYE,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"15. May 2025 14:59:29",01JVA797TKC9Q1AK7S616CBJPY,01JVA798HJK945MG17Y16YWQPY,,https://www.gramo.no/medlemskap/isrc-kode?gad_source=1&gad_campaignid=278180090&gbraid=0AAAAADjLDNZFOwSrp_5E5BmcUbAbJ5-8X&gclid=EAIaIQobChMI2JvPtN6ljQMV5yCiAx26Rgo0EAAYASABEgIf3PD_BwE,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,,,,,,
"10. Nov 2025 12:10:58",,01K9PTPKFRED87720NXMQW7HC8,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"15. Sep 2025 17:43:13",01K576THCWVN91W4DK4Q9HHMVC,01K576TJ0X2V5XK51BK2VRZM9K,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,,,,,,
"05. Jun 2025 18:30:40",01JT669V3K79G8S5CJAVHEA94F,01JT669VB7Y3RWWEZH5PTXAJ4V,,https://minside.gramo.no/login,desktop,Annet,Annet,,,,,,,,
"21. May 2025 15:28:29",01JVQ4EZY1H0T2XMJ7THRSE1FB,01JVSQA193FSX84YS57AKSGEDY,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"26. Sep 2025 09:05:10",01K62HERKT170FTM9CMCBWWNR5,01K62HES9C7KZM665ZF00YKM8F,,https://minside.gramo.no/user/profile-info/bank,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"26. Jun 2025 20:29:00",01JYPYTJY4QXPCQ6QDCVF5238V,01JYPYTMZSXS4812WXA8PYJMS5,,https://www.gramo.no/medlemskap/utbetalingskalkulator?ref=blogg.fiken.no,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"10. Nov 2025 06:09:16",,01K9P5ZFSV9V0P2NT3YW45H7KW,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,"Musiker / Artist",,"Innholdet hjalp meg ikke å forstå hva jeg skulle gjøre",,"Jeg prøver igjen senere",
"31. May 2025 20:17:39",01JWKZV8V3RGQF3YM6FZ264CSF,01JWKZV9YKKA8CX536EAS33WR7,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,,,,,,
"20. Aug 2025 13:37:10",01K33V3KAV4N0SN9KHFPX4TH33,01K33V3MEJJEPHXN897EGB9EN3,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere,mobile,Annet,Annet,,true,Annet,,,,,
"29. Jul 2025 11:58:26",01K1B0K675DKPM7EAR3PM57NAJ,01K1B0K7CFMV44JYRFHFKS2Y0C,,"https://www.gramo.no/, https://www.gramo.no/om-gramo/om-gramo",unknown,"Ordne med ISRC-koder","Registrere rettighetskrav","Sjekke ut hva ISRC er, og bli medlem",,,,,,,
"10. Nov 2025 16:49:30",,01K9QAQ78DZ86SVJRVRXJ5D4F6,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet var vanskelig å forstå",,"Ingen alternativ passer",
"22. Oct 2025 09:59:21",,01K85NAE2HR7CWKCE835Q1M5S0,,https://www.gramo.no/medlemskap/isrc-kode,null,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"22. Aug 2025 09:23:50",01K2WRJHRSYXT535FY68T9TDRK,01K2WRJKZKG1THGZQJTQ6S8JD1,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet var vanskelig å forstå",,"Jeg dropper det",
"10. Sep 2025 11:10:25",01K3N5AV5V650FKG4XE7B5NHE1,01K4SN2G5846TXS5RGCSQEW5YJ,,https://minside.gramo.no/user,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,,,,,,
"26. Jul 2025 14:36:38",01JX0X0XDCX01S9EQ7V7E896BX,01K13JJJKXGERXVVX9MGBDVKSV,,https://minside.gramo.no/user,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"12. Jul 2025 08:45:48",01JZYWYW4BVY5J5ECK7RB6C4N4,01JZYWYXC4AB4YTS6DYMAY9ZR2,,https://www.gramo.no/medlemskap/utbetalingskalkulator?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNat6cOm0_Vb9imnazVif0mLg&gclid=Cj0KCQjwj8jDBhD1ARIsACRV2Tvio2nEuYJ0ziLbPuAS2r-DIMAufhKPoe0NmQSJRL40ROjoZjUgROIaAr6kEALw_wcB,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"10. May 2025 21:22:28",01JTY168Q2DE574HCV8N0FTWXJ,01JTY16AC62PJ7CRQZPYDTHRA7,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"28. Jul 2025 13:44:09",01K18M7GK6PXWHGB4419YTB0Z1,01K18M7HM9PHF1SPX9Y8JTSJTN,,https://minside.gramo.no/set-password?user_id=4d42d68a-af45-46a6-b64b-43414b1221f0&token=vQLNfLD5%2FDMuYp6JKWsB9rIULWjCIu9f,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"01. Jun 2025 01:41:11",01JWMJ2BGA7YB0TBGD4YPWKRN2,01JWMJ2C8YCRTQG29ACD1JGWN2,,https://www.gramo.no/,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"28. Jul 2025 10:16:03",01K188FS2TGKXNP7J2MW541T6D,01K188FTEPTR0995MBYZQAD2QH,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*f6rkeh*_ga*MTI0Nzk1OTc5MS4xNzUzNjk3NzM3*_ga_F3XX7WCPBD*czE3NTM2OTc3MzYkbzEkZzAkdDE3NTM2OTc3MzYkajYwJGwwJGgw,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"31. Oct 2025 13:47:44",,01K8X89P985NW6P42J7TM81M05,,https://minside.gramo.no/user/recordings,desktop,Annet,Annet,,false,Annet,,,,,
"05. Sep 2025 15:30:18",01K4D7V3AVB3FMR5465WXSPKD1,01K4D7V48DTGSEP9MKEKRSA116,,https://minside.gramo.no/forgot-password,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"02. Nov 2025 21:35:34",,01K937X3F5HJMK868DNNK8GPPS,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"24. Jul 2025 18:47:22",01K0YVYZY0R6JY04TMD580558V,01K0YVZ0W1C9GR9PBKHANZMACJ,,https://www.gramo.no/,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Musiker / Artist",,,,,
"19. Jun 2025 13:56:22",01JY47HQA2CNSPSHCN899C30F1,01JY47HR59AP8ZYJ5QZ9FHQ8QW,,https://minside.gramo.no/login,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"07. Sep 2025 09:59:10",01K4HSS20M06XMHMC08KBNZTHS,01K4HSS36WP0GDJRW9Z00ARX2M,,https://musikkbruk.gramo.no/kunde/oppslag?_gl=1*1lx3pmn*_ga*MTUxNjExMTA3NS4xNzU3MjM5MDg3,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"06. Jul 2025 13:48:49",01JZFZWY2EP6FTMAZ54EC2625A,01JZFZWZ7DTG3NM1QVDE6F17DQ,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"01. Jul 2025 10:05:35",01JZ2Q4V9VQC7GK7FNZJS663WV,01JZ2Q4W0RHQVT8YT65GDTCNHZ,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNaRIsDwFBYSmmjg7sRAGAn6X&gclid=EAIaIQobChMI6OeOtrSbjgMVFkKRBR1tNyyFEAAYAiAAEgJs7fD_BwE,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"16. Jun 2025 16:32:11",01JXQCT3VMNSKZK7BKHMXGQBB5,01JXQCT4ED2F3NG8HJZKCV757Z,,https://www.gramo.no/medlemskap/bli-medlem,desktop,Annet,Annet,,,,,,,,
"23. May 2025 13:02:03",01JVYJT3QS33PNSK1QW2471EF5,01JVYJT4DRPP90KK93F22ACR4Y,,https://www.gramo.no/,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"02. Sep 2025 08:32:56",01K44RWHX3QH2Q0PYWPRG85M9J,01K44RWMCNY4D27JB9H4ZEYEY9,,https://www.gramo.no/bedrift/priskalkulator,desktop,Annet,Annet,,,,,,,,
"26. Oct 2025 23:39:12",01K7M0KTG4DAYFX831JMXSEBHP,01K7M0KTXT1B05PVQEWVB9B1F9,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"05. Nov 2025 16:14:16",,01K9ACPVEPBEDSDHRYPEMRRRZ9,,https://minside.gramo.no/login,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"07. Aug 2025 09:33:38",01K1P8Q7003A7H5QJSVVQJY6JX,01K1P8Q8ASGC5M61PDAVMCNEJD,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"05. Aug 2025 07:07:10",01K1WGTW5AQT4D4X8FGWAZPFGZ,01K1WGTXDYM9280ZNBWA111SB9,,https://www.gramo.no/kontakt,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"31. Aug 2025 08:19:28",01K3ZKA0WPRAPERJCV1MJAR7M2,01K3ZKA26ZWT0YZVW08PFGJZAY,,https://minside.gramo.no/user/profile-info/bank,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"15. Oct 2025 07:58:05",01K7KDYSSMKDTR5J17SQBXXG5M,01K7KDYTP6ABK6SQJ48TYHMZ6A,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet hjalp meg ikke å forstå hva jeg skulle gjøre",,"Jeg tar kontakt med Gramo",
"15. Aug 2025 21:45:52",01K2QV31RZ2TVG79A2HSPV96K4,01K2QV331QNHBHE6DJYATK09PP,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNZfwB0jnij2ekB7VO9N5po34&gclid=CjwKCAjwtfvEBhAmEiwA-DsKjro2jtR6nqCDP2PLaeJ7S-kXJklKR9AdMYVqByvfElq9EmCk01BMkRoCx64QAvD_BwE,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,Annet,,"Jeg fant ikke det jeg lette etter",,"Ingen alternativ passer","ta mer informasjon om cover sanger med"
"04. Nov 2025 15:42:57",,01K97RGCVYKXCZASAENRBXACZX,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,Annet,Dansekunstner,,,,
"04. Aug 2025 07:38:53",01K0VQ9FZ70M0G2K0NNVTS4RPK,01K1K5Y2KDRDDT1NAA788BXVPG,,https://www.gramo.no/logg-inn,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"28. May 2025 17:50:19",01JWC05P0A70MXQ84J5P09KEMZ,01JWC05PXYCNBKRVYNCVBK70WE,,https://www.gramo.no/,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,,,,,,
"27. Oct 2025 18:08:22",,01K8KDNHR07YS6CZAD9W63JVH0,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"30. Oct 2025 16:56:10",,01K8V045M2KBSVSDF0W5H2DM9A,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNa5RupvyaEXpOeKxKbARlw3I&gclid=Cj0KCQjwmYzIBhC6ARIsAHA3IkTz98ZFgfSUuFuecI6-Br2YOnVry5avhLy_8xEs76VXeWT2bPBa9XoaArO9EALw_wcB,mobile,Annet,Annet,,false,,,,,,
"25. Jun 2025 07:40:06",01JYK0DWECMAJZ9A3PKMXNGK8C,01JYK0DYYG5KGGZN80G8CZBN9V,,https://www.gramo.no/logg-inn,desktop,Annet,Annet,,,,,,,,
"20. Jun 2025 12:17:17",01JY1P6SH9XVJ1893H08EG0KZ0,01JY1P6T2SP7F7NRSKH6AT8Z3R,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,Plateselskap,,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg tar kontakt med Gramo",
"27. Nov 2025 13:36:25",,01KB2RDVST23PAZJCBV5HHEJ1N,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*1bmvpr3*_ga*MTMxMDI2ODE4NS4xNzY0MjUwNDg1*_ga_F3XX7WCPBD*czE3NjQyNTA0ODQkbzEkZzEkdDE3NjQyNTA1NDEkajMkbDAkaDA.,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,"Musiker / Artist",,,,,
"15. Aug 2025 16:43:33",01K2Q9S1V151CNXYQMZ6SR7KTV,01K2Q9S2SE576EZZ2B6GA9QPRE,,https://www.gramo.no/bedrift/priskalkulator,unknown,Annet,Annet,,,,,,,,
"23. Nov 2025 19:30:56",,01KAS33DAQNWSYWM3EZTMM0CT6,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,"Bedrift utenfor musikkbransjen",,,,,
"20. Oct 2025 18:36:07",,01K81E0SP3G8F1K38YM67KP9BG,,https://www.gramo.no/bedrift/priskalkulator,null,Annet,Annet,,,,,,,,
"28. Sep 2025 02:53:13",01K673RZF238H8MBGC83BFJEYC,01K673S09YP717H89B6CTNNWPX,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"29. Sep 2025 09:23:16",01K6ACDT2EJAPJ7WXZEWEQPCAX,01K6ACDVFD9DBJNP13YTV8BMG7,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"22. Aug 2025 01:26:22",01K37FGAN3JMQCVRG53DN26XQT,01K37FGMK7MJDQSDQ7W8GX6F9F,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjwh5vFBhCyARIsAHBx2wyPgbx423cHaBR2qN5SF5E_p036OSxbfNiru0e6MraeRVxgJ_ckcY4aAuFkEALw_wcB,tablet,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"24. Jun 2025 08:06:22",01JYGFHWCQHC24T2HQS1E9FACX,01JYGFHXF5WBM8GB87PH5KACAJ,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,false,,,,,,
"26. May 2025 09:36:33",01JW5Z5J7PMF643GSX1WDT4H6M,01JW5Z5JWSW33ZC4KJF3XXHR4J,,https://www.gramo.no/om-gramo/om-gramo?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNYJWP5-Fo4GtejBYGrwtOdOJ&gclid=EAIaIQobChMIz5vo5erAjQMV0w-iAx2SoSrzEAAYAiADEgLeE_D_BwE,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,,,,,,
"05. Oct 2025 11:46:27",01K6T3216XBD5T5AEZWJBHB6FA,01K6T321TC7Y71NHA9XH6MEY5W,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNYPLHtqAP9FGbSifH8VC9pyH&gclid=Cj0KCQjwrojHBhDdARIsAJdEJ_eUN91yvfpKYelDK7fsOdTzZ8GoO1ng3oRtnpUM7OtlzRpvIdoNJ7kaAjDuEALw_wcB,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
